Question,Label
Photosynthesis uses which energy to for oxygen from water?,1
Photosynthesis uses which energy to for oxygen from water?,1
_____ Helps the biospher from UV.,1
_____ Helps the biospher from UV.,1
_____ Helps the biospher from UV.,1
What element is found in most organic organisms?,1
What element is found in most organic organisms?,1
In what major portion of living things is oxygen found?,1
In what major portion of living things is oxygen found?,1
In what major portion of living things is oxygen found?,1
In what major portion of living things is oxygen found?,1
What life process produces oxygen in the presence of light?,1
What life process produces oxygen in the presence of light?,1
From what does photosynthesis get oxygen?,1
What form of oxygen is composed of three oxygen atoms?,1
What form of oxygen is composed of three oxygen atoms?,1
Who proved that air is necessary for combustion?,1
Who proved that air is necessary for combustion?,1
What English chemist showed that fire only needed nitoaereus?,1
What English chemist showed that fire only needed nitoaereus?,1
What is consumed in both combustion and respiration?,1
John Mayow died in what year?,1
What researcher showed that air is a necessity for combustion?,1
What researcher showed that air is a necessity for combustion?,1
What did John Mayow  name the part of air that caused combustion?,1
What did John Mayow  name the part of air that caused combustion?,1
What did John Mayow  name the part of air that caused combustion?,1
In what century did Mayow and Boyle perform their experiments?,1
In what century did Mayow and Boyle perform their experiments?,1
In what century did Mayow and Boyle perform their experiments?,1
"Besides combustion, for what other action did Mayow show nitroaereus responsible?",1
What chemist showed that fire needed only a part of air?,1
What chemist showed that fire needed only a part of air?,1
"""An Account of Further Discoveries in Air"" was published by who in 1775?",1
"""An Account of Further Discoveries in Air"" was published by who in 1775?",1
What was the occupation of Joseph Priestley?,1
"By sunlight, what compound did  Priestley concentrate on to make the gas he called ""dephlogisticated air""?",1
"By sunlight, what compound did  Priestley concentrate on to make the gas he called ""dephlogisticated air""?",1
The symbol for mercuric oxide is?,1
What chemical did Priestley use in his experiments on oxygen?,1
What chemical did Priestley use in his experiments on oxygen?,1
What did Priestley name the gas his experiment produced?,1
What did Priestley name the gas his experiment produced?,1
In what year did Priestley publish the findings of his experiments?,1
Why is Priestley usually given credit for being first to discover oxygen?,1
Why is Priestley usually given credit for being first to discover oxygen?,1
Why is Priestley usually given credit for being first to discover oxygen?,1
What effect did breathing Priestley's discovered gas have on the experiment's mouse?,1
What effect did breathing Priestley's discovered gas have on the experiment's mouse?,1
What effect did breathing Priestley's discovered gas have on the experiment's mouse?,1
What effect did breathing Priestley's discovered gas have on the experiment's mouse?,1
What inventor built on to the findings of Philo of  Byzantium?,1
What inventor built on to the findings of Philo of  Byzantium?,1
Pneumatica was written by what Greek writer?,1
Pneumatica was written by what Greek writer?,1
Pneumatica was written by what Greek writer?,1
In what year was the first known experiments on combustion and air conducted?,1
Philo of Byzantium ____ surmised that air converted to fire,1
What early Greek wrote about experiments on air and combustion?,1
What early Greek wrote about experiments on air and combustion?,1
What early Greek wrote about experiments on air and combustion?,1
What did Philo incorrectly assume that the air became?,1
What did Philo incorrectly assume that the air became?,1
What was the title of Philo's work?,1
What famous artist later further investigated Philo's experiments?,1
What famous artist later further investigated Philo's experiments?,1
Of what did da Vinci think a part  was consumed during combustion?,1
What is needed to make combustion happen?,1
What is needed to make combustion happen?,1
What is needed to make combustion happen?,1
What is needed to make combustion happen?,1
Combustion is caused by an oxidant and a fuel. What role does oxygen play in combustion?,1
Combustion is caused by an oxidant and a fuel. What role does oxygen play in combustion?,1
Combustion is caused by an oxidant and a fuel. What role does oxygen play in combustion?,1
"Peroxides, nitrates and dichromates are examples of what type of compounds?",1
"Peroxides, nitrates and dichromates are examples of what type of compounds?",1
Although not a fuel  ___ is the chemical compound the generates the most occurrence of explosions.,1
What can concentrated oxygen produce?,1
What is a spark or heat to the progress of a fire?,1
What is a spark or heat to the progress of a fire?,1
"Rather than the fuel, what is oxygen to a fire?",1
"Rather than the fuel, what is oxygen to a fire?",1
What does oxygen the basis for in combustion?,1
What does oxygen the basis for in combustion?,1
What other sources of high oxidative potential can add to a fire?,1
What other sources of high oxidative potential can add to a fire?,1
______ In both liquid and gas form can fastly result in an exlposion.,1
To ensure safety of future space missions Oxygen was used at _____ of the normal pressure.,1
To ensure safety of future space missions Oxygen was used at _____ of the normal pressure.,1
To reduce the chances of combustion ___ is required for safely handeling pure O.,1
To reduce the chances of combustion ___ is required for safely handeling pure O.,1
What will concentrated oxygen greatly speed up?,1
"Because of the danger inherent in concentrated oxygen, what is a concern about keeping it?",1
"Because of the danger inherent in concentrated oxygen, what is a concern about keeping it?",1
"Because of the danger inherent in concentrated oxygen, what is a concern about keeping it?",1
"Because of the danger inherent in concentrated oxygen, what is a concern about keeping it?",1
What does the transport and storage demand for safety in dealing with oxygen?,1
What does the transport and storage demand for safety in dealing with oxygen?,1
Who did a pressurized oxygen cabin fire kill?,1
Who did a pressurized oxygen cabin fire kill?,1
Silicates of magnesium and iron make up of the Earth's ___,1
Silicates of magnesium and iron make up of the Earth's ___,1
Granite is made up largely of what chemical compound?,1
Granite is made up largely of what chemical compound?,1
Oxygen exists in the atmosphere by way of what?,1
In what compound is oxygen found in small amounts in the atmosphere?,1
What geologic feature is composed of oxygen oxides?,1
What geologic feature is composed of oxygen oxides?,1
What geologic feature is composed of oxygen oxides?,1
What geologic feature is composed of oxygen oxides?,1
What part of the Earth is composed of mostly of silicates of iron and magnesium?,1
What part of the Earth is composed of mostly of silicates of iron and magnesium?,1
What part of the Earth is composed of mostly of silicates of iron and magnesium?,1
What part of the Earth's geological structure is larger than the crust?,1
What part of the Earth's geological structure is larger than the crust?,1
"Aside from oxides, what other compounds comprise a large portion of the Earth's crust?",1
"Aside from oxides, what other compounds comprise a large portion of the Earth's crust?",1
"Aside from oxides, what other compounds comprise a large portion of the Earth's crust?",1
What did John Dalton think that all elements were in number present in compounds?,1
What did Dalton think the atomic ratios were between atoms in compounds?,1
What did Dalton think the atomic ratios were between atoms in compounds?,1
What was Dalton's erroneous formula for water?,1
What element did Gay-Lussac and von Humboldt discover was present in twice the amount of oxygen in water?,1
What theory was arrived at in 1811 that presented the assumption of diatomic molecules?,1
What theory was arrived at in 1811 that presented the assumption of diatomic molecules?,1
Of what were materials that left little residue thought to contain?,1
Of what were materials that left little residue thought to contain?,1
What type of combustible materials were considered to have little philogiston?,1
What type of combustible materials were considered to have little philogiston?,1
What type of combustible materials were considered to have little philogiston?,1
What distinct quality of combustion was  absent from philogiston theory? ,1
What distinct quality of combustion was  absent from philogiston theory? ,1
What material's weight gain during rusting was an early clue that philogiston theory was wrong?,1
What characteristic due most items display after burning?,1
What characteristic due most items display after burning?,1
What characteristic due most items display after burning?,1
What characteristic due most items display after burning?,1
How is dioxygen most simply described?,1
How is dioxygen most simply described?,1
How is dioxygen most simply described?,1
What is the bond order of dioxygen molecules?,1
What is a descriptive term for a low-to-high energy bond?,1
In dioxygen how are the two oxygen atoms bonded together?,1
In dioxygen how are the two oxygen atoms bonded together?,1
Of what does the covalent double bond result from ?,1
Of what does the covalent double bond result from ?,1
Of what does the covalent double bond result from ?,1
When did Carl Wilhelm Scheele discover oxygen?,1
When did Carl Wilhelm Scheele discover oxygen?,1
In what year did Joseph Priestley recognize oxygen?,1
What gave Priestley the claim to being the first discovered of oxygen?,1
What gave Priestley the claim to being the first discovered of oxygen?,1
What gave Priestley the claim to being the first discovered of oxygen?,1
What researcher first used the word oxygen ?,1
What researcher first used the word oxygen ?,1
What previous work did Lavoisier experiments discredit?,1
What previous work did Lavoisier experiments discredit?,1
What is the term for the arrangement of two unpaired electrons in dioxygen?,1
What is the term for the arrangement of two unpaired electrons in dioxygen?,1
How is the O2 molecule referred to in its ground state?,1
How is the O2 molecule referred to in its ground state?,1
What causes triplet oxygen to react slowly?,1
What causes triplet oxygen to react slowly?,1
What causes triplet oxygen to react slowly?,1
What type of combustion does the slow reaction of triplet oxygen prevent?,1
What type of combustion does the slow reaction of triplet oxygen prevent?,1
What are the weakly filled higher orbitals of oxygen?,1
What did Lavoisier conclude was consumed by combustion in his experiments?,1
What did Lavoisier conclude was consumed by combustion in his experiments?,1
What did Lavoisier conclude was consumed by combustion in his experiments?,1
In what way did Lavoisier see that the tin he used in his experiment had increased?,1
In what way did Lavoisier see that the tin he used in his experiment had increased?,1
In what way did Lavoisier see that the tin he used in his experiment had increased?,1
What did Lavoisier perceive the air had lost as much as the tin had gained,1
What did Lavoisier perceive the air had lost as much as the tin had gained,1
In what year did Lavoisier publish his work on combustion?,1
What second part of air was deemed lifeless by Lavoisier?,1
What is the name for O3 most often used?,1
What is the name for O3 most often used?,1
What is the name for O3 most often used?,1
Of what is ozone a reactive part of oxygen?,1
What  does ozone's characteristic to cause damage effect?,1
What  does ozone's characteristic to cause damage effect?,1
What function does ozone perform for the planet?,1
What function does ozone perform for the planet?,1
What function does ozone perform for the planet?,1
What light radiation does ozone absorb?,1
What light radiation does ozone absorb?,1
What light radiation does ozone absorb?,1
What is the most common form of oxygen on the planet?,1
What is the scientific designation of oxygen? ,1
What part the composition of the Earth's atmosphere is comprised of oxygen?,1
What part the composition of the Earth's atmosphere is comprised of oxygen?,1
What characteristic of oxygen makes it necessary to life?,1
What characteristic of oxygen makes it necessary to life?,1
For what purpose is oxygen used by animal life?,1
For what purpose is oxygen used by animal life?,1
What chemist managed to make enough liquid oxygen to use for study?,1
What chemist managed to make enough liquid oxygen to use for study?,1
In what year did Dewar experiment on liquid oxygen?,1
When was liquid oxygen developed for commercial use?,1
What welding process was demonstrated in 1901?,1
What welding process was demonstrated in 1901?,1
What component of water is more soluble than nitrogen?,1
Upon what chemical characteristic is oxygen's solubility dependent?,1
How much oxygen is found is a liter of fresh water under normal conditions?,1
In what type of water does oxygen dissolve more slowly?,1
In what type of water does oxygen dissolve more slowly?,1
How much more oxygen dissolves at 0 degrees C than at 20 degrees C?,1
How much more oxygen dissolves at 0 degrees C than at 20 degrees C?,1
How much more oxygen dissolves at 0 degrees C than at 20 degrees C?,1
How much more oxygen dissolves at 0 degrees C than at 20 degrees C?,1
Where does oxygen rank by mass in the planet's biosphere?,1
Where does oxygen rank by mass in the planet's biosphere?,1
How is oxygen ranked as abundant in the universe?,1
How is oxygen ranked as abundant in the universe?,1
How much of the sun is made up of oxygen?,1
How much of the sun is made up of oxygen?,1
Where  by mass is oxygen a major part?,1
Where  by mass is oxygen a major part?,1
Where  by mass is oxygen a major part?,1
Where  by mass is oxygen a major part?,1
How is oxygen produced from carbon dioxide on the other planets of the solar system?,1
How is oxygen produced from carbon dioxide on the other planets of the solar system?,1
How is oxygen produced from carbon dioxide on the other planets of the solar system?,1
By what century did researchers see that they could liquefy air?,1
By what century did researchers see that they could liquefy air?,1
By what century did researchers see that they could liquefy air?,1
By what means were scientists able to liquefy air?,1
By what means were scientists able to liquefy air?,1
By what means were scientists able to liquefy air?,1
What scientist told the French Academy of Sciences that he had found how to liquefy oxygen?,1
What scientist told the French Academy of Sciences that he had found how to liquefy oxygen?,1
What scientist told the French Academy of Sciences that he had found how to liquefy oxygen?,1
What minor amount of liquid oxygen was produced by early French experimenters?,1
What minor amount of liquid oxygen was produced by early French experimenters?,1
What minor amount of liquid oxygen was produced by early French experimenters?,1
On what date was oxygen liquefied in a stable form?,1
What celestial object eluded efforts to measure oxygen?,1
What celestial object eluded efforts to measure oxygen?,1
What molecule does the Sun have in higher proportion than Earth?,1
What spacecraft contained data to determine the oxygen content of the Sun?,1
What spacecraft contained data to determine the oxygen content of the Sun?,1
What type of process was involved the the depletion of the Sun's oxygen 16?,1
What type of process was involved the the depletion of the Sun's oxygen 16?,1
"Before the formation of which planet, did Sol lose oxygen 16?",1
"Before the formation of which planet, did Sol lose oxygen 16?",1
What is the name for a form of oxygen in which electrons are paired?,1
What is the name for a form of oxygen in which electrons are paired?,1
To what is singlet oxygen more reactive?,1
To what is singlet oxygen more reactive?,1
In what process is singlet oxygen usually formed?,1
By what process is singlet oxygen made in the tropophere?,1
By what process is singlet oxygen made in the tropophere?,1
By what process is singlet oxygen made in the tropophere?,1
What objects in organisms absorb singlet oxygen to prevent harm?,1
What group of scientists seek to measure the amounts of oxygen in marine animals?,1
About what weather feature do paleoclimatologists want information ?,1
About what weather feature do paleoclimatologists want information ?,1
About what weather feature do paleoclimatologists want information ?,1
How much heavier is oxygen 18 than oxygen 16?,1
What form of oxygen do marine animals acquire in greater amounts during cooler climatic conditions?,1
What form of oxygen do marine animals acquire in greater amounts during cooler climatic conditions?,1
During what type of climate is oxygen 18 in seawater at higher levels?,1
During what type of climate is oxygen 18 in seawater at higher levels?,1
During what type of climate is oxygen 18 in seawater at higher levels?,1
At what wavelength do the spectrophotometric bands peak?,1
To monitor what event would measuring radiance from vegetation provide information?,1
To monitor what event would measuring radiance from vegetation provide information?,1
To monitor what event would measuring radiance from vegetation provide information?,1
From where would scientists like measure vegetation radiance?,1
From where would scientists like measure vegetation radiance?,1
From where would scientists like measure vegetation radiance?,1
From where would scientists like measure vegetation radiance?,1
On what scale would scientists show measurements of vegetation?,1
On what scale would scientists show measurements of vegetation?,1
What style of sensing do scientist like to use to measure global radiance?,1
What style of sensing do scientist like to use to measure global radiance?,1
What magnetic character do triplet O2 have?,1
"In experiments, a bridge of what element can be built between poles of a magnet?",1
"In experiments, a bridge of what element can be built between poles of a magnet?",1
"In experiments, a bridge of what element can be built between poles of a magnet?",1
The spin of what can produce a magnetic effect to oxygen molecules?,1
The spin of what can produce a magnetic effect to oxygen molecules?,1
What kind of field is necessary to produce a magnet effect in oxygen molecules?,1
What kind of field is necessary to produce a magnet effect in oxygen molecules?,1
What kind of field is necessary to produce a magnet effect in oxygen molecules?,1
What device is used to test the magnetic attractions involved in liquid oxygen?,1
What device is used to test the magnetic attractions involved in liquid oxygen?,1
What device is used to test the magnetic attractions involved in liquid oxygen?,1
What do the reactive forms of oxygen produce in organisms?,1
What do the reactive forms of oxygen produce in organisms?,1
What do the reactive forms of oxygen produce in organisms?,1
What do the reactive forms of oxygen produce in organisms?,1
For what purpose do organisms make peroxide and superoxide?,1
For what purpose do organisms make peroxide and superoxide?,1
Against what does reactive oxygen play in plant defense?,1
Against what does reactive oxygen play in plant defense?,1
To what type of organisms is oxygen toxic?,1
To what type of organisms is oxygen toxic?,1
To what type of organisms is oxygen toxic?,1
When did O2 begin to acculturate in the atmosphere?,1
When did O2 begin to acculturate in the atmosphere?,1
When did O2 begin to acculturate in the atmosphere?,1
At what temperature will oxygen condense?,1
At what temperature will oxygen condense?,1
What is the clarity of liquid oxygen?,1
What is the clarity of liquid oxygen?,1
What substance is used to make high quality liquid O2?,1
What substance is used to make high quality liquid O2?,1
What element is used as a coolant in the process of making liquid oxygen?,1
What element is used as a coolant in the process of making liquid oxygen?,1
From what type of materials must liquid oxygen be separated?,1
From what type of materials must liquid oxygen be separated?,1
Where on Earth is free oxygen found?,1
Where on Earth is free oxygen found?,1
Where on Earth is free oxygen found?,1
At what temperatures is O2 more soluble?,1
At what temperatures is O2 more soluble?,1
Why do polar water bodies support a higher amount of life?,1
Why do polar water bodies support a higher amount of life?,1
What measurement do scientists used to determine the quality of water?,1
What measurement do scientists used to determine the quality of water?,1
Pollution of water by nitrates and phosphates will encourage the growth of what?,1
When did photosynthetic organisms evolve on Earth?,1
When did photosynthetic organisms evolve on Earth?,1
During which eon did free oxygen begin appearing in quantity?,1
During which eon did free oxygen begin appearing in quantity?,1
"At first, what did oxygen and iron combine to form?",1
"At first, what did oxygen and iron combine to form?",1
How long ago did oxygen reach 10% of its present level?,1
How long ago did oxygen reach 10% of its present level?,1
When did oxygen begin to move from the oceans to the atmosphere?,1
What produces the high levels of oxygen on Earth?,1
What produces the high levels of oxygen on Earth?,1
What type of process is the oxygen cycle?,1
What type of process is the oxygen cycle?,1
In how many places is oxygen stored in its cycle?,1
In how many places is oxygen stored in its cycle?,1
What process is responsible for the planet's oxygen content?,1
What does photosynthesis release into the Earth's atmosphere?,1
What does photosynthesis release into the Earth's atmosphere?,1
What mechanism can be used to make oxygen?,1
What mechanism can be used to make oxygen?,1
What mechanism can be used to make oxygen?,1
What percentage of oxygen will a zeolite sieve produce?,1
"While producing oxygen, what gas does a zeolite sieve absorb?",1
"While producing oxygen, what gas does a zeolite sieve absorb?",1
What type of technology is the non organic separating of gases?,1
How much is the sieve method of gas production used?,1
How much is the sieve method of gas production used?,1
Electrolysis of what can be used to produce oxygen and hydrogen?,1
What does the electrolysis of water produce?,1
What does the electrolysis of water produce?,1
What does the electrolysis of water produce?,1
What type of electric current is needed for electrolysis?,1
What type of electric current is needed for electrolysis?,1
What is the source of oxygen production through electrocatalytic means?,1
What other catalysts can be used to produce oxygen?,1
What other catalysts can be used to produce oxygen?,1
As a euphoric how is oxygen used in bars?,1
What is the effect on humans of oxygen?,1
What is the effect on humans of oxygen?,1
What is the effect on humans of oxygen?,1
What do professional athletes seek to boost from breathing oxygen?,1
What do professional athletes seek to boost from breathing oxygen?,1
What type of exercise does research show receives a boost in performance from oxygen?,1
What type of exercise does research show receives a boost in performance from oxygen?,1
What is the most likely effect of breathing oxygen?,1
What is the most likely effect of breathing oxygen?,1
What device is used to treat various conditions such as carbon monoxide poisoning?,1
What device is used to treat various conditions such as carbon monoxide poisoning?,1
What device is used to treat various conditions such as carbon monoxide poisoning?,1
What does increased oxygen concentrations in the patient's lungs displace?,1
To what pathogen that causes gas gangrene is oxygen poisonous?,1
What occurs after a dive in which a diver decompresses too quickly?,1
What occurs after a dive in which a diver decompresses too quickly?,1
What occurs after a dive in which a diver decompresses too quickly?,1
In what process is the uptake from oxygen necessary?,1
What medical treatment is used to increase oxygen uptake in a patient?,1
What medical treatment is used to increase oxygen uptake in a patient?,1
"By decreasing resistance to blood flow in the lungs, what organ's workload  can be eased?",1
"By decreasing resistance to blood flow in the lungs, what organ's workload  can be eased?",1
"By decreasing resistance to blood flow in the lungs, what organ's workload  can be eased?",1
What medical treatment is used to benefit patients with hearth and lung disorders?,1
What does  oxygen therapy promote the body to take up?,1
What does  oxygen therapy promote the body to take up?,1
What does  oxygen therapy promote the body to take up?,1
What characteristic of oxygen causes it to form bonds with other elements?,1
What is usual form of oxygen bound compounds?,1
What is the mineral wustite?,1
What does oxygen cause to form on metals?,1
What does oxygen cause to form on metals?,1
What does the film of oxide on metals delay?,1
What does the film of oxide on metals delay?,1
What event would necessitate airline passengers to need a supplemental supply of oxygen? ,1
What event would necessitate airline passengers to need a supplemental supply of oxygen? ,1
What is the type of oxygen production for emergency oxygen in airlines?,1
What is the type of oxygen production for emergency oxygen in airlines?,1
What is the type of oxygen production for emergency oxygen in airlines?,1
What type of reaction is present in the emergency oxygen generator of an airplane?,1
What type of reaction is present in the emergency oxygen generator of an airplane?,1
What gas does the airline exothermic reaction produce?,1
What gas does the airline exothermic reaction produce?,1
"What do oxygen tanks, cryogenics, and chemical compounds serve as for oxygen?",1
"What do oxygen tanks, cryogenics, and chemical compounds serve as for oxygen?",1
In what state is oxygen shipped in bulk?,1
In what state is oxygen shipped in bulk?,1
In what state is oxygen shipped in bulk?,1
By what means is bulk oxygen shipped?,1
By what means is bulk oxygen shipped?,1
In what form is oxygen transported in smaller containers?,1
In what form is oxygen transported in smaller containers?,1
What type of organization would need large quantities of pure oxygen?,1
"What type of compounds such as acetone,contain oxygen?",1
"What type of compounds such as acetone,contain oxygen?",1
In what group of compounds is oxygen a necessary part?,1
In what group of compounds is oxygen a necessary part?,1
In what group of compounds is oxygen a necessary part?,1
In what group of compounds is oxygen a necessary part?,1
What function do compounds like phenol and acetone serve in the manufacture of many other substances?,1
What function do compounds like phenol and acetone serve in the manufacture of many other substances?,1
In what compound is oxygen part of a ring arrangement?,1
How are the compounds that contain oxygen considered in commerce?,1
How are the compounds that contain oxygen considered in commerce?,1
How are the compounds that contain oxygen considered in commerce?,1
In what type of molecules are oxygen found?,1
In what type of molecules are oxygen found?,1
How many biomolecules contain no oxygen?,1
How many biomolecules contain no oxygen?,1
Which organic compounds contain the greatest amount of oxygen by mass?,1
"Besides fats, fatty acids, and amino acids,what other organic compounds contain oxygen?",1
In what calcium containing body part is oxygen a part?,1
What health condition can deep sea diving cause?,1
What health condition can deep sea diving cause?,1
To what can the use of prolonged breathing of oxygen at 60 kPa lead?,1
To what can the use of prolonged breathing of oxygen at 60 kPa lead?,1
Pressures greater than what can lead to convulsions?,1
Pressures greater than what can lead to convulsions?,1
What is the most feared condition that divers want to avoid?,1
What is the most feared condition that divers want to avoid?,1
What physical condition can acute oxygen toxicity cause?,1
Why is breathing oxygen in space craft not dangerous to health?,1
Why is breathing oxygen in space craft not dangerous to health?,1
Why is breathing oxygen in space craft not dangerous to health?,1
What is the oxygen partial pressure of space suits?,1
What is the oxygen partial pressure of space suits?,1
What is the oxygen partial pressure of space suits?,1
How much of normal is the oxygen breathed in space suits?,1
How much of normal is the oxygen breathed in space suits?,1
What si the comparison to sea level with the oxygen level in space suits?,1
What si the comparison to sea level with the oxygen level in space suits?,1
What si the comparison to sea level with the oxygen level in space suits?,1
How much damage does breathing oxygen in space conditions cause?,1
How much damage does breathing oxygen in space conditions cause?,1
When can oxygen gas produce a toxic condition?,1
When can oxygen gas produce a toxic condition?,1
At what point does oxygen toxicity begin to happen?,1
At what point does oxygen toxicity begin to happen?,1
At what point does oxygen toxicity begin to happen?,1
To what is 50 kilopascals equal?,1
To what is 50 kilopascals equal?,1
What medical appliance can be a concern for oxygen toxicity?,1
What medical appliance can be a concern for oxygen toxicity?,1
What percentage of oxygen is usually supplied by a medical mask?,1
When did the 1973 oil crisis begin?,1
When did the 1973 oil crisis begin?,1
When did the 1973 oil crisis begin?,1
What was the price of oil in March of 1974?,1
What was the price of oil in March of 1974?,1
When was the second oil crisis?,1
What was another term used for the oil crisis?,1
What was another term used for the oil crisis?,1
Who proclaimed the oil embargo?,1
Who proclaimed the oil embargo?,1
Who proclaimed the oil embargo?,1
Why did the European nations and Japan separated themselves from United States during the crisis?,1
How did the Nixon administration negotiate with the uncooperative countries?,1
How did the Nixon administration negotiate with the uncooperative countries?,1
How did the Nixon administration negotiate with the uncooperative countries?,1
How did the Nixon administration negotiate with the uncooperative countries?,1
On what date did Henry Kissinger negotiate an Israeli troop withdrawal from the Sinai Peninsula?,1
On what date did Henry Kissinger negotiate an Israeli troop withdrawal from the Sinai Peninsula?,1
When did the Arab oil producers lift the embargo?,1
When did the Arab oil producers lift the embargo?,1
When did the United States withdraw from the Bretton Woods Accord?,1
When did the United States withdraw from the Bretton Woods Accord?,1
"What does it mean when currencies are left to ""float?""",1
"What does it mean when currencies are left to ""float?""",1
"What does it mean when currencies are left to ""float?""",1
Why was there a depreciation of the industrialized nations dollars?,1
Why was there a depreciation of the industrialized nations dollars?,1
Why was there a depreciation of the industrialized nations dollars?,1
When did oil start getting priced in the terms of gold?,1
When did oil start getting priced in the terms of gold?,1
Why did oil start getting priced in terms of gold?,1
Why did oil start getting priced in terms of gold?,1
Why did oil start getting priced in terms of gold?,1
"From 1947 to 1967, how much did the price of oil increase?",1
"From 1947 to 1967, how much did the price of oil increase?",1
"From 1947 to 1967, how much did the price of oil increase?",1
When did OPEC start to readjust oil prices?,1
When did OPEC start to readjust oil prices?,1
When did OPEC start to readjust oil prices?,1
When did oil finally returned to its Bretton Woods levels?,1
When did oil finally returned to its Bretton Woods levels?,1
The price of oil is usually a stable commodity until when?,1
The price of oil is usually a stable commodity until when?,1
When did Syria and Egypt launch a surprise attack on Israel?,1
When did Syria and Egypt launch a surprise attack on Israel?,1
Who was the world's second largest oil producer?,1
How many times more did the other nations have to pay for oil after the surprise attack?,1
How many times more did the other nations have to pay for oil after the surprise attack?,1
How many times more did the other nations have to pay for oil after the surprise attack?,1
Which oil producer is a close ally of the United States?,1
Which oil producer is a close ally of the United States?,1
Why did the Shah of Iran gave an interview?,1
Why did the Shah of Iran gave an interview?,1
Why did the Shah of Iran gave an interview?,1
Why did the Shah of Iran gave an interview?,1
Why did OPEC raise the price of oil to $5.11?,1
Why did OPEC raise the price of oil to $5.11?,1
When did they raise the price of oil to $5.11?,1
When did they raise the price of oil to $5.11?,1
Why did the oil ministers agree to a cut in oil production?,1
Why did the oil ministers agree to a cut in oil production?,1
Why did the oil ministers agree to a cut in oil production?,1
How much was the emergency aid to Israel?,1
Why did OPEC block oil deliveries to the United States?,1
Why did OPEC block oil deliveries to the United States?,1
Why did OPEC block oil deliveries to the United States?,1
Why did OPEC block oil deliveries to the United States?,1
How much did Saudi Arabia spend on spreading Wahhabism?,1
How much did Saudi Arabia spend on spreading Wahhabism?,1
"Which group benefited from the funds distributed by the religious charity, al-Haramain Foundation?",1
"Which group benefited from the funds distributed by the religious charity, al-Haramain Foundation?",1
Some of the income went to the purchase of arms which exacerbated political tension especially in which area?,1
What is one of the reason that underdeveloped nations received aid from the oil income?,1
What is one of the reason that underdeveloped nations received aid from the oil income?,1
What is a fundamentalist interpretation of Islam called?,1
What is one of the reason that US production has been held responsible for recessions and lower economic growth?,1
What is one of the reason that US production has been held responsible for recessions and lower economic growth?,1
US is concerned about confrontation of the Middle East with which other country?,1
Scholars stated that there was already an existing settlement between 2 parties prior to which date?,1
Interest groups and government agencies that were concerned with energy were no match for who?,1
Interest groups and government agencies that were concerned with energy were no match for who?,1
What has a negative influence over the US economy?,1
What has a negative influence over the US economy?,1
"On an international level, which industry's competitive positions is affected? ",1
Which problem consists of both  inflationary and deflationary impacts?,1
Which problem consists of both  inflationary and deflationary impacts?,1
The oil crisis caused oil companies to increase oil supplies in which area?,1
The oil crisis caused oil companies to increase oil supplies in which area?,1
How long does it take for new areas to have significant oil production?,1
Which country faced a complete embargo in the EEC?,1
Which country faced a complete embargo in the EEC?,1
The UK and France had non interruptions in their oil supply as they did not allow which country to use their airfield?,1
Which country is a traditional ally of Israel?,1
Which country is a traditional ally of Israel?,1
Harold WInston's supported which country's during its six day war?,1
Harold WInston's supported which country's during its six day war?,1
Harold WInston's supported which country's during its six day war?,1
Harold WInston's supported which country's during its six day war?,1
Who wanted Israel to withdraw from its border?,1
Which country is not badly hit by the embargo?,1
Which country is not badly hit by the embargo?,1
What caused UK to have an oil crisis in its own country?,1
What caused UK to have an oil crisis in its own country?,1
What caused UK to have an oil crisis in its own country?,1
When did the series of strikes happen?,1
When did the series of strikes happen?,1
When did the series of strikes happen?,1
When did the series of strikes happen?,1
"Name one country that banned boating, driving and flying on Sundays.",1
"Name one country that banned boating, driving and flying on Sundays.",1
"Name one country that banned boating, driving and flying on Sundays.",1
Which country rationed gasoline and heating gas?,1
What made the oil crisis worse in the US?,1
Why are newly discovered oil sold at a higher price?,1
Why are newly discovered oil sold at a higher price?,1
Why are newly discovered oil sold at a higher price?,1
Why was old oil withdrawn from the market?,1
Why was old oil withdrawn from the market?,1
Why was old oil withdrawn from the market?,1
Why was old oil withdrawn from the market?,1
How was scarcity managed in many countries?,1
Who is the first administrator of the Federal Energy Office?,1
When was he elected by Nixon?,1
When was he elected by Nixon?,1
Why was this short termed organization created?,1
Why was this short termed organization created?,1
"According to the AAA, what is the percentage of the gas stations that ran out of gasoline?",1
"According to the AAA, what is the percentage of the gas stations that ran out of gasoline?",1
"According to the AAA, what is the percentage of the gas stations that ran out of gasoline?",1
What is the speed limit set to reduce consumption?,1
What is the name of the law which imposed the speed limit?,1
Which president ended the Emergency Energy Conservation Act?,1
When was the National Highway Designated Act signed?,1
When was the cabinet-level Energy Department created?,1
What was the catalyst that created greater interest in renewable resources?,1
What was the catalyst that created greater interest in renewable resources?,1
There is criticism that the energy policies are expensive quick fixes that ignore which facts?,1
Who backed policies that have solutions that sound good but have poor prospects?,1
Which country was thinking about going to war to forcibly take Middle Eastern oil fields?,1
Which country was thinking about going to war to forcibly take Middle Eastern oil fields?,1
Which country was thinking about going to war to forcibly take Middle Eastern oil fields?,1
Which country was worried that the US would invade the Middle East?,1
Which country was worried that the US would invade the Middle East?,1
Which country was worried that the US would invade the Middle East?,1
How long would the invasion of the Middle East have to last in order to develop renewable resources?,1
Who would the occupation alienate?,1
